Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,PER,TS%,WS,WS/48,BPM,VORP,Player,Player-additional,Pos,PIS
34.0,78.0,21.9,2.1,4.9,0.42,1.6,4.1,0.391,0.5,0.8,0.563,0.4,0.6,0.708,0.8,3.0,3.8,1.6,0.7,0.6,0.6,1.9,6.1,2023.0,11.0,0.594,3.6,0.101,0.5,1.0,Nicolas Batum,batumni01,Ailier fort,0.03
35.0,30.0,21.95,1.5,3.5500000000000003,0.4155,0.95,2.7,0.3425,0.5,0.75,0.8,0.15,0.2,0.714,0.6,2.65,3.25,1.9500000000000002,0.9,0.95,0.5,1.75,4.1,2024.0,10.05,0.5529999999999999,1.6500000000000001,0.0975,1.15,0.3,Nicolas Batum,batumni01,Ailier fort,-0.18
36.0,78.0,17.5,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.4,0.457,0.2,0.3,0.81,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,2025.0,10.3,0.633,3.5,0.124,0.8,1.0,Nicolas Batum,batumni01,Ailier fort,0.04
27.0,69.0,33.7,9.4,14.8,0.632,0.8,2.2,0.383,8.5,12.7,0.675,4.9,6.0,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,2023.0,31.5,0.701,14.9,0.308,13.0,8.8,Nikola Jokic,jokicni01,Pivot,4.42
28.0,79.0,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,4.5,5.5,0.817,2.8,9.5,12.4,9.0,1.4,0.9,3.0,2.5,26.4,2024.0,31.0,0.65,17.0,0.299,13.2,10.6,Nikola Jokic,jokicni01,Pivot,4.62
29.0,70.0,36.7,11.2,19.5,0.576,2.0,4.7,0.417,9.3,14.8,0.627,5.2,6.4,0.8,2.9,9.9,12.7,10.2,1.8,0.6,3.3,2.3,29.6,2025.0,32.0,0.663,16.4,0.307,13.3,9.8,Nikola Jokic,jokicni01,Pivot,4.85
19.0,15.0,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,0.588,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,2023.0,10.6,0.53,0.2,0.053,-3.4,-0.1,Nikola Jovic,jovicni01,Ailier fort,-0.47
20.0,46.0,19.5,2.8,6.1,0.452,1.4,3.5,0.399,1.3,2.6,0.525,0.7,1.0,0.702,0.5,3.6,4.2,2.0,0.5,0.3,0.9,1.8,7.7,2024.0,12.8,0.583,1.9,0.103,0.3,0.5,Nikola Jovic,jovicni01,Ailier fort,0.08
21.0,46.0,25.1,3.7,8.2,0.456,1.7,4.6,0.371,2.0,3.6,0.563,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,2025.0,13.8,0.595,2.5,0.104,0.3,0.7,Nikola Jovic,jovicni01,Ailier fort,0.17
32.0,82.0,33.5,7.3,14.0,0.52,1.5,4.2,0.349,5.8,9.8,0.594,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,2023.0,19.1,0.594,8.3,0.145,2.7,3.2,Nikola Vucevic,vucevni01,Pivot,1.39
33.0,76.0,34.3,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,1.4,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18.0,2024.0,17.7,0.54,5.4,0.1,0.1,1.4,Nikola Vucevic,vucevni01,Pivot,0.66
34.0,73.0,31.2,7.5,14.2,0.53,1.8,4.4,0.402,5.8,9.8,0.587,1.6,2.0,0.805,2.4,7.6,10.1,3.5,0.8,0.7,1.6,2.2,18.5,2025.0,20.3,0.611,7.3,0.153,2.6,2.7,Nikola Vucevic,vucevni01,Pivot,1.4
19.0,23.0,16.1,2.2,4.0,0.538,0.5,1.4,0.364,1.7,2.6,0.633,0.9,1.3,0.7,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1,5.8,2024.0,14.2,0.626,0.9,0.111,-0.7,0.1,Noah Clowney,clownno01,Ailier fort,0.08
20.0,46.0,22.7,2.9,8.1,0.358,1.9,5.7,0.333,1.0,2.4,0.414,1.5,1.7,0.838,0.9,3.0,3.9,0.9,0.5,0.5,1.0,2.3,9.1,2025.0,9.2,0.516,0.5,0.023,-4.1,-0.5,Noah Clowney,clownno01,Ailier fort,-0.77
27.0,23.0,7.4,0.5,1.0,0.458,0.0,0.2,0.25,0.4,0.9,0.5,0.1,0.1,1.0,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,2023.0,5.9,0.502,0.2,0.06,-6.3,-0.2,Noah Vonleh,vonleno01,Pivot,-0.82
29.0,60.0,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,7.1,0.534,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17.0,2023.0,17.1,0.612,3.5,0.107,0.3,0.9,Norman Powell,powelno01,Arrière,0.46
30.0,76.0,26.2,4.9,10.1,0.486,2.2,5.1,0.435,2.7,5.1,0.536,1.9,2.3,0.831,0.2,2.4,2.6,1.1,0.6,0.3,0.9,1.8,13.9,2024.0,13.9,0.626,4.1,0.099,-0.8,0.6,Norman Powell,powelno01,Arrière,0.17
31.0,60.0,32.6,7.6,15.8,0.484,3.0,7.1,0.418,4.6,8.6,0.538,3.6,4.4,0.804,0.4,2.8,3.2,2.1,1.2,0.2,1.8,1.9,21.8,2025.0,17.5,0.615,5.3,0.129,1.5,1.8,Norman Powell,powelno01,Arrière,0.85
25.0,67.0,35.6,6.3,13.2,0.476,2.1,5.5,0.387,4.2,7.7,0.539,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8,2023.0,14.6,0.586,4.7,0.094,0.4,1.5,Og Anunoby,anunoog01,Ailier,0.42
26.0,25.0,34.099999999999994,5.6,11.5,0.4885,2.05,5.25,0.384,3.6500000000000004,6.25,0.5805,1.35,1.7999999999999998,0.754,0.95,3.2,4.15,2.1,1.35,0.75,1.65,2.4,14.6,2024.0,12.8,0.5945,1.3,0.0745,-0.5,0.3,Og Anunoby,anunoog01,Ailier,-0.05
27.0,74.0,36.6,6.6,13.9,0.476,2.3,6.2,0.372,4.3,7.7,0.561,2.5,3.1,0.81,1.3,3.5,4.8,2.2,1.5,0.9,1.4,2.3,18.0,2025.0,15.4,0.591,6.5,0.116,0.7,1.9,Og Anunoby,anunoog01,Ailier fort,0.68
24.0,67.0,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.6,0.7,0.809,0.4,2.4,2.8,1.0,0.3,0.2,0.6,1.0,7.4,2023.0,13.6,0.565,2.1,0.095,-0.5,0.4,Obi Toppin,toppiob01,Ailier fort,0.02
25.0,82.0,21.1,4.0,7.1,0.573,1.2,3.1,0.403,2.8,4.0,0.706,0.9,1.2,0.77,1.0,2.9,3.9,1.6,0.6,0.5,0.8,1.7,10.3,2024.0,16.5,0.677,4.8,0.132,1.5,1.5,Obi Toppin,toppiob01,Ailier fort,0.68
26.0,79.0,19.6,4.0,7.6,0.529,1.4,3.8,0.365,2.6,3.8,0.695,1.1,1.4,0.781,0.7,3.3,4.0,1.6,0.6,0.4,0.9,1.4,10.5,2025.0,17.4,0.642,4.3,0.135,1.7,1.4,Obi Toppin,toppiob01,Ailier fort,0.74
22.0,59.0,20.5,2.8,6.5,0.427,1.4,3.9,0.355,1.4,2.7,0.532,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,2023.0,9.5,0.561,1.3,0.053,-3.0,-0.3,Ochai Agbaji,agbajoc01,Arrière,-0.61
23.0,39.0,21.65,2.4000000000000004,5.85,0.4085,0.75,2.7,0.274,1.65,3.2,0.5235000000000001,0.55,0.8500000000000001,0.6805,1.0499999999999998,1.85,2.9,1.1,0.6,0.6,0.9,1.6,6.050000000000001,2024.0,7.6,0.492,0.05000000000000002,-0.0025000000000000005,-4.75,-0.5,Ochai Agbaji,agbajoc01,Arrière,-0.82
24.0,64.0,27.2,4.2,8.3,0.498,1.6,4.0,0.399,2.6,4.4,0.587,0.5,0.8,0.708,1.0,2.8,3.8,1.5,0.9,0.5,0.8,2.0,10.4,2025.0,12.0,0.601,3.1,0.087,-0.7,0.5,Ochai Agbaji,agbajoc01,Arrière,-0.08
23.0,9.0,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4.0,2023.0,11.5,0.544,0.2,0.094,-4.9,-0.1,Olivier Sarr,sarrol01,Pivot,-0.28
24.0,15.0,6.5,0.7,1.3,0.579,0.1,0.4,0.333,0.6,0.9,0.692,0.7,1.0,0.667,0.7,1.7,2.4,0.1,0.0,0.5,0.2,1.2,2.3,2024.0,14.8,0.664,0.4,0.186,-2.6,0.0,Olivier Sarr,sarrol01,Pivot,0.28
21.0,40.0,8.4,1.0,2.6,0.385,0.3,1.1,0.289,0.7,1.5,0.458,0.7,1.0,0.683,0.6,1.4,2.0,0.6,0.2,0.1,0.2,0.5,3.0,2024.0,11.6,0.496,0.5,0.076,-2.9,-0.1,Olivier Maxence Prosper,prospol01,Ailier fort,-0.24
22.0,52.0,11.2,1.3,3.3,0.402,0.2,1.0,0.235,1.1,2.4,0.472,0.9,1.5,0.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,2025.0,12.6,0.484,0.9,0.072,-2.1,0.0,Olivier Maxence Prosper,prospol01,Ailier fort,-0.22
24.0,9.0,9.2,1.8,3.0,0.593,0.3,0.8,0.429,1.4,2.2,0.65,0.6,0.7,0.833,0.9,1.7,2.6,0.2,0.2,0.2,0.4,1.8,4.4,2023.0,16.7,0.675,0.3,0.159,-3.9,0.0,Omer Yurtseven,yurtsom01,Pivot,0.32
25.0,48.0,11.4,2.1,3.8,0.538,0.1,0.5,0.208,2.0,3.3,0.588,0.4,0.6,0.679,1.5,2.8,4.3,0.6,0.2,0.4,0.8,1.1,4.6,2024.0,15.0,0.565,0.7,0.062,-3.0,-0.1,Omer Yurtseven,yurtsom01,Pivot,-0.04
24.0,23.0,11.7,1.4,3.7,0.381,0.5,1.9,0.273,0.9,1.7,0.5,0.2,0.2,0.8,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5,2024.0,5.0,0.464,-0.1,-0.027,-7.4,-0.4,Onuralp Bitim,bitimon01,Arrière,-1.03
22.0,80.0,23.1,4.0,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,1.9,2.5,0.781,2.7,4.5,7.2,1.0,0.7,1.3,1.0,3.1,9.9,2023.0,19.4,0.678,7.1,0.185,0.8,1.3,Onyeka Okongwu,okongon01,Pivot,0.97
23.0,55.0,25.5,4.1,6.6,0.611,0.4,1.3,0.333,3.6,5.4,0.676,1.7,2.1,0.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9,10.2,2024.0,16.9,0.674,4.5,0.153,-0.4,0.5,Onyeka Okongwu,okongon01,Pivot,0.48
24.0,74.0,27.9,5.2,9.2,0.567,0.6,2.0,0.324,4.6,7.2,0.634,2.2,2.9,0.759,3.0,5.9,8.9,2.3,0.9,0.9,1.2,2.6,13.4,2025.0,19.0,0.634,7.2,0.168,1.3,1.7,Onyeka Okongwu,okongon01,Pivot,1.04
22.0,31.0,13.7,1.5,2.9,0.528,0.0,0.2,0.0,1.5,2.7,0.566,0.7,1.0,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,2023.0,13.4,0.565,1.1,0.129,-2.1,0.0,Orlando Robinson,robinor01,Pivot,-0.01
23.0,36.0,8.4,1.0,2.0,0.5,0.2,0.4,0.533,0.8,1.6,0.491,0.5,0.7,0.76,0.8,1.6,2.3,0.9,0.2,0.2,0.5,1.0,2.8,2024.0,14.0,0.596,0.9,0.135,-1.1,0.1,Orlando Robinson,robinor01,Pivot,0.13
24.0,22.0,13.35,1.9500000000000002,4.45,0.4295,0.3,0.95,0.27,1.7000000000000002,3.4499999999999997,0.486,0.8999999999999999,1.3,0.6825,1.4,2.3,3.75,1.45,0.35,0.25,0.8500000000000001,1.7000000000000002,5.1,2025.0,12.55,0.498,0.6000000000000001,0.0605,-3.2,-0.15,Orlando Robinson,robinor01,Pivot,-0.3
24.0,8.0,5.3,1.3,2.5,0.5,0.0,0.0,,1.3,2.5,0.5,0.8,1.0,0.75,1.0,1.0,2.0,0.3,0.3,0.1,0.0,0.4,3.3,2024.0,24.8,0.553,0.2,0.221,2.2,0.0,Oscar Tshiebwe,tshieos01,Ailier fort,1.06
25.0,14.0,18.2,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,1.6,2.2,0.742,3.3,5.4,8.7,0.6,0.9,0.1,0.7,1.7,7.6,2025.0,21.0,0.64,1.0,0.182,-1.4,0.0,Oscar Tshiebwe,tshieos01,Pivot,0.73
24.0,65.0,16.7,1.9,4.9,0.386,0.7,2.4,0.31,1.2,2.5,0.457,1.6,2.2,0.717,1.0,2.4,3.4,0.7,0.5,0.2,0.5,1.2,6.1,2023.0,10.6,0.52,1.1,0.05,-3.2,-0.3,Oshae Brissett,brissos01,Ailier fort,-0.53
25.0,55.0,11.5,1.2,2.8,0.444,0.3,1.0,0.273,1.0,1.8,0.541,0.9,1.5,0.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1.0,3.7,2024.0,12.8,0.53,1.7,0.131,-1.8,0.0,Oshae Brissett,brissos01,Ailier,0.01
26.0,6.0,23.7,3.2,6.5,0.487,1.0,3.0,0.333,2.2,3.5,0.619,1.3,2.3,0.571,1.2,2.5,3.7,0.7,0.7,0.5,1.3,2.3,8.7,2025.0,9.8,0.576,0.1,0.019,-6.3,-0.1,Oshae Brissett,brissos01,Ailier,-0.61
22.0,61.0,17.1,1.9,3.1,0.604,0.0,0.0,0.0,1.9,3.0,0.611,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,2025.0,11.1,0.61,1.6,0.075,-2.6,-0.2,Oso Ighodaro,ighodos01,Ailier fort,-0.39
29.0,8.0,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,1.0,1.0,1.0,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5,2023.0,14.0,0.656,0.4,0.142,0.7,0.1,Otto Porter Jr,porteot01,Ailier,0.1
30.0,15.0,11.6,0.9,2.2,0.424,0.5,1.5,0.348,0.4,0.7,0.6,0.2,0.2,1.0,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,2024.0,8.7,0.568,0.3,0.07,-3.2,-0.1,Otto Porter Jr,porteot01,Ailier,-0.45
19.0,39.0,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,2023.0,9.3,0.505,0.4,0.038,-3.6,-0.2,Ousmane Dieng,diengou01,Ailier fort,-0.63
20.0,33.0,11.1,1.5,3.5,0.422,0.6,2.1,0.3,0.8,1.4,0.609,0.4,0.5,0.875,0.3,1.2,1.5,1.1,0.2,0.2,0.6,0.7,4.0,2024.0,10.1,0.54,0.4,0.055,-3.0,-0.1,Ousmane Dieng,diengou01,Ailier fort,-0.39
21.0,37.0,10.9,1.5,3.4,0.432,0.6,1.9,0.324,0.8,1.5,0.574,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,2025.0,11.5,0.538,0.9,0.104,-0.9,0.1,Ousmane Dieng,diengou01,Pivot,-0.19
37.0,75.0,25.6,1.3,3.0,0.427,0.7,1.9,0.393,0.5,1.1,0.482,0.3,0.3,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,2023.0,5.7,0.566,2.5,0.064,-3.0,-0.5,P J Tucker,tuckepj01,Ailier fort,-0.91
38.0,15.5,18.5,0.6499999999999999,1.65,0.378,0.55,1.4,0.3835,0.1,0.25,0.333,0.05,0.05,1.0,0.65,2.95,3.6,0.3,0.75,0.44999999999999996,0.44999999999999996,2.3,1.8,2024.0,5.4,0.5485,0.35,0.0615,-3.75,-0.1,P J Tucker,tuckepj01,Ailier fort,-0.7
39.0,3.0,19.3,1.0,2.3,0.429,1.0,2.0,0.5,0.0,0.3,0.0,0.0,0.0,,1.3,1.3,2.7,0.0,0.3,0.3,0.3,2.7,3.0,2025.0,5.5,0.643,0.1,0.07,-7.2,-0.1,P J Tucker,tuckepj01,Ailier,-0.8
24.0,73.0,32.6,5.9,13.4,0.444,2.0,5.9,0.348,3.9,7.5,0.518,1.7,2.4,0.73,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7,2023.0,12.9,0.542,2.6,0.052,-1.3,0.4,P J Washington,washipj01,Ailier fort,-0.15
25.0,36.5,30.700000000000003,4.800000000000001,11.0,0.4335,1.8,5.65,0.319,3.0,5.3,0.557,1.3,1.9500000000000002,0.6699999999999999,1.15,4.6,5.75,1.85,1.05,0.8,1.25,2.25,12.649999999999999,2024.0,12.0,0.5335000000000001,0.9500000000000001,0.042,-2.0,-0.04999999999999999,P J Washington,washipj01,Ailier fort,-0.28
26.0,57.0,32.2,5.3,11.7,0.453,1.6,4.2,0.381,3.7,7.5,0.493,2.5,3.5,0.722,1.4,6.3,7.8,2.3,1.1,1.1,2.1,2.3,14.7,2025.0,14.0,0.556,2.4,0.062,-0.9,0.5,P J Washington,washipj01,Ailier fort,0.01
26.0,16.0,4.9,0.6,2.1,0.303,0.1,1.0,0.125,0.5,1.1,0.471,0.0,0.0,,0.1,0.8,0.9,0.6,0.4,0.1,0.3,0.4,1.4,2023.0,5.2,0.333,-0.2,-0.097,-7.8,-0.1,Pj Dozier,doziepj01,Ailier,-1.3
28.0,9.0,3.9,0.2,0.3,0.667,0.2,0.3,0.667,0.0,0.0,,0.1,0.7,0.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,2025.0,9.5,0.621,0.1,0.107,0.7,0.0,Pj Dozier,doziepj01,Arrière,-0.36
22.0,19.0,3.5,0.7,1.3,0.583,0.1,0.4,0.25,0.6,0.8,0.75,0.2,0.2,0.75,0.3,0.8,1.2,0.2,0.0,0.2,0.1,0.6,1.7,2025.0,18.3,0.641,0.2,0.168,-1.3,0.0,Pj Hall,hallpj01,Pivot,0.48
19.0,18.0,6.2,0.6,1.7,0.323,0.3,1.1,0.316,0.2,0.7,0.333,0.2,0.3,0.667,0.2,0.8,1.0,0.3,0.2,0.1,0.2,0.4,1.7,2025.0,6.3,0.446,0.0,0.002,-6.5,-0.1,Pacome Dadiet,dadiepa01,Arrière,-0.93
20.0,72.0,33.8,6.7,15.6,0.427,1.2,4.0,0.298,5.5,11.6,0.471,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20.0,2023.0,14.9,0.529,2.4,0.047,-1.5,0.3,Paolo Banchero,banchpa01,Ailier fort,-0.05
21.0,80.0,35.0,8.0,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,5.1,7.0,0.725,1.0,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6,2024.0,17.3,0.546,5.3,0.09,1.3,2.3,Paolo Banchero,banchpa01,Ailier fort,0.86
22.0,46.0,34.4,9.0,19.8,0.452,1.9,5.9,0.32,7.1,13.9,0.509,6.1,8.4,0.727,1.1,6.4,7.5,4.8,0.8,0.6,3.0,2.1,25.9,2025.0,20.0,0.551,3.5,0.106,3.5,2.2,Paolo Banchero,banchpa01,Ailier fort,1.1
28.0,71.0,37.4,8.9,18.5,0.48,1.3,4.0,0.324,7.6,14.5,0.523,5.2,6.7,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2,2023.0,20.3,0.565,7.8,0.141,3.1,3.4,Pascal Siakam,siakapa01,Ailier fort,1.53
29.0,40.0,33.25,8.5,15.9,0.5355000000000001,1.1,3.1,0.35150000000000003,7.45,12.8,0.582,3.65,4.95,0.7284999999999999,1.75,5.300000000000001,7.05,4.300000000000001,0.8,0.35,1.75,2.4000000000000004,21.75,2024.0,19.75,0.601,3.45,0.1245,1.95,1.35,Pascal Siakam,siakapa01,Ailier fort,0.85
30.0,78.0,32.7,7.9,15.2,0.519,1.6,4.2,0.389,6.2,11.0,0.568,2.9,3.9,0.734,1.7,5.2,6.9,3.4,0.9,0.5,1.4,2.4,20.2,2025.0,19.2,0.599,7.5,0.142,1.7,2.4,Pascal Siakam,siakapa01,Ailier fort,1.2
30.0,61.0,23.7,2.7,6.9,0.392,1.8,5.3,0.339,0.9,1.6,0.566,0.4,0.7,0.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,1.1,7.6,2023.0,10.0,0.531,2.5,0.085,-1.0,0.3,Pat Connaughton,connapa01,Ailier,-0.3
31.0,76.0,22.1,2.0,4.6,0.435,1.1,3.1,0.345,0.9,1.4,0.633,0.6,0.8,0.759,0.7,2.5,3.1,2.1,0.5,0.3,0.6,1.3,5.6,2024.0,9.6,0.574,2.8,0.08,-1.6,0.2,Pat Connaughton,connapa01,Ailier,-0.28
32.0,41.0,14.7,2.0,4.3,0.469,0.6,2.0,0.321,1.4,2.3,0.594,0.6,0.8,0.774,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,2025.0,12.1,0.567,1.2,0.093,-2.3,0.0,Pat Connaughton,connapa01,Arrière,-0.2
27.0,6.0,4.3,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,0.7,0.8,0.0,0.0,0.2,0.2,0.7,2024.0,9.4,0.5,0.0,0.084,-6.4,0.0,Pat Spencer,spencpa01,Meneur,-0.34
28.0,39.0,6.4,1.1,2.6,0.406,0.1,0.6,0.227,0.9,2.0,0.456,0.3,0.4,0.733,0.4,0.8,1.2,1.2,0.4,0.1,0.5,0.5,2.5,2025.0,12.6,0.455,0.3,0.055,-1.6,0.0,Pat Spencer,spencpa01,Meneur,-0.27
20.0,31.0,7.3,1.4,3.5,0.394,1.0,2.7,0.381,0.4,0.8,0.44,0.1,0.2,0.667,0.0,1.3,1.3,0.4,0.2,0.1,0.4,0.5,3.9,2023.0,11.3,0.546,0.1,0.029,-2.1,0.0,Patrick Baldwin Jr,baldwpa01,Ailier,-0.45
21.0,38.0,13.0,1.6,4.1,0.381,0.8,2.6,0.32,0.7,1.5,0.483,0.5,0.7,0.679,0.4,2.8,3.2,0.8,0.5,0.4,0.5,1.5,4.4,2024.0,9.7,0.502,0.2,0.019,-4.6,-0.3,Patrick Baldwin Jr,baldwpa01,Ailier,-0.57
22.0,12.0,3.8,0.9,1.25,0.7575000000000001,0.75,1.0,0.762,0.15,0.25,0.5,0.05,0.1,0.5,0.1,1.15,1.25,0.3,0.05,0.05,0.1,0.6,2.55,2025.0,29.95,1.088,0.1,0.3215,15.25,0.05,Patrick Baldwin Jr,baldwpa01,Ailier,1.81
34.0,33.5,27.2,2.1500000000000004,5.4,0.3985,1.15,3.6,0.3285,0.95,1.75,0.5425,0.65,0.9,0.6565000000000001,0.7,3.3,4.0,3.05,0.95,0.6499999999999999,0.8500000000000001,2.8499999999999996,6.1,2023.0,9.2,0.527,1.5,0.08349999999999999,-1.0,0.2,Patrick Beverley,beverpa01,Arrière,-0.39
35.0,36.5,20.25,2.1500000000000004,5.199999999999999,0.4115,0.85,2.55,0.34099999999999997,1.3,2.65,0.47350000000000003,1.0,1.15,0.831,0.6499999999999999,2.65,3.35,2.85,0.6,0.45,0.8,1.75,6.15,2024.0,11.55,0.5355000000000001,1.4,0.091,-0.95,0.15000000000000002,Patrick Beverley,beverpa01,Meneur,-0.14
21.0,82.0,28.3,3.8,8.3,0.464,1.4,3.4,0.415,2.4,4.9,0.498,1.1,1.3,0.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2,2023.0,11.2,0.576,3.5,0.072,-1.3,0.4,Patrick Williams,willipa01,Ailier fort,-0.22
22.0,43.0,27.3,3.7,8.3,0.443,1.4,3.4,0.399,2.3,4.9,0.474,1.2,1.5,0.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0,2024.0,11.0,0.553,1.2,0.048,-2.3,-0.1,Patrick Williams,willipa01,Ailier fort,-0.35
23.0,63.0,25.0,3.3,8.2,0.397,1.5,4.3,0.353,1.7,3.9,0.447,1.0,1.3,0.723,0.7,3.1,3.8,2.0,0.8,0.5,1.4,1.4,9.0,2025.0,9.0,0.512,0.4,0.012,-3.7,-0.7,Patrick Williams,willipa01,Ailier fort,-0.87
34.0,40.0,14.2,2.2,5.2,0.411,1.2,3.4,0.366,0.9,1.9,0.493,0.6,0.8,0.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,0.8,6.2,2023.0,10.6,0.554,0.4,0.035,-3.1,-0.2,Patty Mills,millspa02,Meneur,-0.55
35.0,16.0,13.5,1.55,4.45,0.35550000000000004,0.75,2.9499999999999997,0.295,0.75,1.5,0.473,0.4,0.4,1.0,0.3,0.8,1.15,1.1,0.65,0.05,0.5,1.05,4.25,2024.0,7.25,0.474,0.0,0.0085,-4.55,-0.15000000000000002,Patty Mills,millspa02,Meneur,-0.72
36.0,14.5,10.2,1.15,3.1,0.42100000000000004,0.9,2.45,0.399,0.3,0.65,0.487,0.5,0.55,0.9445,0.15000000000000002,0.55,0.65,0.8,0.39999999999999997,0.1,0.5,0.85,3.75,2025.0,11.85,0.6225,0.04999999999999999,0.1095,-1.1500000000000001,-0.05,Patty Mills,millspa02,Meneur,-0.19
32.0,56.0,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,2023.0,19.6,0.588,4.6,0.114,2.8,2.3,Paul George,georgpa01,Ailier,1.08
33.0,74.0,33.8,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,3.6,3.9,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6,2024.0,19.3,0.613,7.3,0.14,3.2,3.3,Paul George,georgpa01,Ailier fort,1.39
34.0,41.0,32.5,6.0,13.9,0.43,2.3,6.5,0.358,3.6,7.4,0.493,1.9,2.4,0.814,0.6,4.8,5.3,4.3,1.8,0.5,2.6,2.5,16.2,2025.0,14.5,0.543,1.0,0.036,-0.4,0.5,Paul George,georgpa01,Ailier fort,-0.03
23.0,69.0,10.9,1.8,3.0,0.593,0.0,0.1,0.167,1.8,2.9,0.606,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2,2023.0,19.2,0.62,2.8,0.18,-0.1,0.4,Paul Reed,reedpa01,Pivot,0.68
24.0,82.0,19.4,3.2,5.9,0.54,0.3,0.7,0.368,2.9,5.2,0.563,0.7,1.0,0.718,2.4,3.6,6.0,1.3,0.8,1.0,0.8,2.4,7.3,2024.0,17.4,0.58,5.1,0.154,0.4,0.9,Paul Reed,reedpa01,Pivot,0.63
25.0,45.0,9.7,1.6,3.2,0.507,0.2,0.6,0.286,1.4,2.5,0.561,0.7,0.9,0.762,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,4.1,2025.0,18.6,0.573,1.6,0.173,2.9,0.5,Paul Reed,reedpa01,Pivot,0.67
